datapoint,Year,Zipcode,Total Population,White Population,Black Population,Employed Count,Unemployed Count,Poverty Count,Poverty Count - White,Poverty Count - Black,Median Income,Median Rent,Median Home Value,County,Adjusted Median Income,Adjusted Median Rent,Adjusted Median Home Value
150,2011,48084,14433.0,9356.0,831.0,7136.0,604.0,611.0,371.0,85.0,80707.0,934.0,259000.0,Oakland,109325.56966110812,1265.1948661637155,350840.9746642423
151,2012,48084,14440.0,9297.0,779.0,7167.0,531.0,706.0,465.0,78.0,81581.0,948.0,250300.0,Oakland,108268.91757624329,1258.1230171520162,332181.6362796937
152,2013,48084,14689.0,9574.0,534.0,7423.0,450.0,818.0,530.0,92.0,84331.0,934.0,246100.0,Oakland,110302.86431401504,1221.6489223333062,321892.719257202
153,2014,48084,14573.0,9520.0,515.0,7618.0,396.0,714.0,464.0,52.0,82670.0,914.0,243900.0,Oakland,106404.2407576372,1176.4059036226008,313922.7569951338
154,2015,48084,15254.0,9146.0,752.0,7902.0,355.0,843.0,525.0,54.0,81890.0,942.0,260000.0,Oakland,105275.3464097512,1211.0071598239788,334248.26067328505
155,2016,48084,15655.0,9521.0,631.0,8134.0,352.0,895.0,694.0,23.0,84003.0,966.0,277600.0,Oakland,106646.39825505088,1226.3897802980746,352428.36750594777
156,2017,48084,15662.0,9495.0,684.0,8118.0,396.0,843.0,641.0,24.0,85726.0,1005.0,304200.0,Oakland,106563.6571964752,1249.2881445822454,378142.73988250655
157,2018,48084,15725.0,8870.0,742.0,7939.0,373.0,828.0,580.0,7.0,90383.0,1089.0,321700.0,Oakland,109673.88749019343,1321.4306172269191,390362.010616988
158,2019,48084,15737.0,8710.0,738.0,8194.0,322.0,833.0,552.0,1.0,96280.0,1142.0,340900.0,Oakland,114750.26523819022,1361.0802129415583,406297.9374709083
159,2020,48084,15438.0,8855.0,714.0,7994.0,361.0,721.0,433.0,7.0,98218.0,1165.0,356000.0,Oakland,115633.49716974936,1371.571648809363,419124.0403228611
160,2011,48085,24402.0,18397.0,1024.0,11854.0,970.0,909.0,598.0,52.0,95828.0,972.0,234500.0,Oakland,129808.45142905411,1316.6696037592415,317653.31489870587
161,2012,48085,24362.0,18545.0,1032.0,11754.0,1034.0,1114.0,707.0,69.0,93955.0,1067.0,222700.0,Oakland,124690.87349843637,1416.051961288187,295552.73831197683
162,2013,48085,24292.0,18181.0,1087.0,11432.0,1113.0,1244.0,852.0,54.0,91629.0,1152.0,212700.0,Oakland,119848.467991947,1506.7875358971828,278206.3445185163
163,2014,48085,24410.0,17976.0,1091.0,11578.0,957.0,1127.0,869.0,46.0,92065.0,1149.0,214900.0,Oakland,118496.50931839687,1478.8735046634226,276596.96793052176
164,2015,48085,24931.0,18041.0,932.0,12112.0,779.0,1039.0,824.0,17.0,95446.0,1212.0,229600.0,Oakland,122702.53649316294,1558.1111228308519,295166.92557917786
165,2016,48085,24963.0,18611.0,725.0,12441.0,597.0,988.0,807.0,24.0,100853.0,1197.0,246500.0,Oakland,128038.39390517776,1519.6569016737012,312945.21826446726
166,2017,48085,25418.0,18762.0,741.0,12651.0,517.0,705.0,653.0,12.0,107152.0,1195.0,268200.0,Oakland,133197.73459530025,1485.471972911227,333392.1197780679
167,2018,48085,25938.0,19104.0,837.0,12896.0,436.0,597.0,558.0,16.0,113536.0,1206.0,279800.0,Oakland,137768.54596646052,1463.4025017223735,339519.08787887235
168,2019,48085,26459.0,19746.0,877.0,13079.0,372.0,793.0,717.0,14.0,116672.0,1290.0,293900.0,Oakland,139054.2474643761,1537.4723946537745,350281.5013866235
169,2020,48085,26061.0,19716.0,825.0,12808.0,378.0,811.0,747.0,14.0,118363.0,1293.0,304300.0,Oakland,139350.50220431125,1522.2679329703915,358256.8692984456
170,2011,48098,19201.0,14623.0,208.0,9326.0,701.0,527.0,444.0,5.0,116049.0,1184.0,308300.0,Oakland,157199.78482166276,1603.8444556079648,417622.67370264826
171,2012,48098,19240.0,14735.0,210.0,9211.0,764.0,564.0,487.0,7.0,114792.0,1168.0,292700.0,Oakland,152344.3643300783,1550.0924937062814,388452.11721560673
172,2013,48098,19414.0,14442.0,269.0,9099.0,727.0,606.0,437.0,5.0,113574.0,1104.0,288200.0,Oakland,148551.98576561338,1444.0047219014666,376958.4790326112
173,2014,48098,19452.0,14238.0,315.0,8951.0,602.0,730.0,479.0,7.0,108281.0,1098.0,297300.0,Oakland,139368.0608863882,1413.231599756691,382653.69272100565
174,2015,48098,19050.0,13675.0,314.0,8961.0,394.0,793.0,467.0,8.0,108774.0,1072.0,308200.0,Oakland,139836.61656336888,1378.1312901606213,396212.74592117866
175,2016,48098,19362.0,13597.0,371.0,9167.0,379.0,754.0,450.0,8.0,115031.0,1066.0,337400.0,Oakland,146038.1395625961,1353.345244097047,428347.7348577333
176,2017,48098,19227.0,13438.0,392.0,9194.0,377.0,706.0,371.0,37.0,116924.0,1124.0,360300.0,Oakland,145345.041808094,1397.2138054830286,447879.12287859
177,2018,48098,19237.0,13348.0,305.0,9229.0,404.0,782.0,351.0,47.0,124183.0,1177.0,388600.0,Oakland,150687.98745554683,1428.2128893260642,471540.80611054256
178,2019,48098,19232.0,13020.0,428.0,9421.0,426.0,747.0,359.0,58.0,135554.0,1224.0,401700.0,Oakland,161558.5527014711,1458.811016322651,478761.7526607916
179,2020,48098,19563.0,12637.0,374.0,9792.0,490.0,746.0,374.0,58.0,142446.0,1230.0,411900.0,Oakland,167703.77260626483,1448.0971056098854,484935.93317131035
180,2011,48165,5754.0,5363.0,139.0,2826.0,278.0,555.0,412.0,1.0,61723.0,901.0,202700.0,Oakland,83609.87443706961,1220.4931203570745,274577.0871213974
181,2012,48165,5888.0,5510.0,179.0,2872.0,325.0,226.0,172.0,1.0,57908.0,891.0,188700.0,Oakland,76851.67476502,1182.4763800447747,250430.18284449942
182,2013,48165,5886.0,5472.0,184.0,2850.0,328.0,404.0,352.0,18.0,57339.0,933.0,176000.0,Oakland,74997.99524375744,1220.340947041729,230203.65131762516
183,2014,48165,6224.0,5882.0,156.0,3032.0,272.0,346.0,299.0,29.0,60208.0,1049.0,172800.0,Oakland,77493.48648283319,1350.163887199243,222410.2189781022
184,2015,48165,6353.0,6003.0,179.0,3294.0,155.0,472.0,422.0,27.0,67279.0,1071.0,186500.0,Oakland,86491.87973014594,1376.8457199272627,239758.84852141407
185,2016,48165,6799.0,6421.0,155.0,3541.0,199.0,513.0,470.0,28.0,72595.0,1086.0,198500.0,Oakland,92163.3189448641,1378.7363368568415,252006.59564096047
186,2017,48165,7077.0,6752.0,50.0,3726.0,201.0,517.0,488.0,29.0,79350.0,1134.0,221200.0,Oakland,98637.82514686683,1409.644533289817,274967.6990861619
187,2018,48165,7612.0,7346.0,34.0,4000.0,200.0,438.0,429.0,9.0,88558.0,1167.0,256400.0,Oakland,107459.36877904637,1416.0785402238887,311124.7109797815
188,2019,48165,7506.0,7115.0,97.0,3877.0,140.0,493.0,492.0,1.0,90700.0,1200.0,281300.0,Oakland,108099.80325201343,1430.2068787476971,335264.3291597726
189,2020,48165,8032.0,7092.0,73.0,3875.0,224.0,545.0,436.0,2.0,79990.0,1280.0,282300.0,Oakland,94173.40445344287,1506.9628416102871,332355.9454582688
190,2011,48167,22085.0,19392.0,737.0,11323.0,1020.0,763.0,587.0,82.0,78946.0,795.0,254800.0,Oakland,106940.12195306283,1076.9056944327128,345151.6615615789
191,2012,48167,22089.0,19191.0,612.0,11522.0,1075.0,894.0,745.0,37.0,76414.0,831.0,226400.0,Oakland,101411.61627917105,1102.8483409845205,300463.1340540258
192,2013,48167,21911.0,18906.0,672.0,11221.0,1025.0,977.0,833.0,25.0,75438.0,856.0,218900.0,Oakland,98671.04004601708,1119.6268495902677,286315.7913262963
193,2014,48167,22193.0,19284.0,675.0,11106.0,1101.0,1162.0,1007.0,19.0,80012.0,882.0,225100.0,Oakland,102983.13912543931,1135.2188260340633,289725.3489118681
194,2015,48167,21780.0,18491.0,948.0,11046.0,957.0,1123.0,961.0,7.0,80036.0,900.0,242700.0,Oakland,102891.89919710401,1157.0132100229098,312007.89563617803
195,2016,48167,21982.0,18142.0,1173.0,11022.0,812.0,1360.0,1093.0,97.0,81705.0,950.0,268200.0,Oakland,103728.9616969505,1206.0769060902392,340494.55390884436
196,2017,48167,22074.0,18154.0,1365.0,11193.0,629.0,1296.0,1039.0,99.0,90818.0,991.0,284900.0,Oakland,112893.38379569192,1231.8851256527414,354151.43521540466
197,2018,48167,22113.0,17748.0,1399.0,11387.0,619.0,1235.0,1001.0,115.0,94788.0,1057.0,305000.0,Oakland,115019.06826970176,1282.6007000999575,370097.6476163548
198,2019,48167,22382.0,17557.0,1358.0,11715.0,501.0,1097.0,886.0,101.0,99158.0,1127.0,319700.0,Oakland,118180.37806905346,1343.202626957212,381030.94927969895
199,2020,48167,22648.0,18111.0,878.0,11626.0,492.0,990.0,804.0,94.0,104079.0,1177.0,354600.0,Oakland,122533.73874371647,1385.6994254494593,417475.79971484985
200,2011,48178,29173.0,27938.0,166.0,13487.0,1325.0,1251.0,1191.0,23.0,71956.0,648.0,215700.0,Oakland,97471.47943220162,877.7797358394944,292186.8657724983
201,2012,48178,29729.0,28581.0,107.0,13675.0,1371.0,1263.0,1086.0,23.0,73105.0,675.0,203100.0,Oakland,97020.12992499805,895.8154394278597,269540.91221896047
202,2013,48178,29815.0,28507.0,237.0,13838.0,1319.0,1456.0,1314.0,1.0,72091.0,686.0,193800.0,Oakland,94293.24674510746,897.271050022107,253485.61150770314
203,2014,48178,30288.0,28911.0,253.0,14293.0,1084.0,1400.0,1259.0,0.0,74158.0,696.0,200500.0,Oakland,95448.47811908624,895.8189375506894,258062.78301567992
204,2015,48178,31513.0,30018.0,280.0,15159.0,881.0,1458.0,1323.0,0.0,77271.0,703.0,216300.0,Oakland,99337.29750186695,903.7558740512284,278068.84147550596
205,2016,48178,32362.0,30916.0,232.0,15665.0,724.0,1496.0,1378.0,1.0,81729.0,763.0,235000.0,Oakland,103759.43100826227,968.6701887861603,298345.33992758545
206,2017,48178,33393.0,31591.0,213.0,16405.0,628.0,1246.0,1225.0,1.0,86467.0,795.0,255200.0,Oakland,107484.77412695822,988.2428606396867,317232.1736292428
207,2018,48178,34308.0,32477.0,98.0,17005.0,525.0,1164.0,1144.0,1.0,92436.0,896.0,270300.0,Oakland,112165.06936087007,1087.2376795549305,327991.45623180555
208,2019,48178,35390.0,33385.0,206.0,18027.0,612.0,1230.0,1195.0,24.0,100452.0,936.0,291500.0,Oakland,119722.61781996973,1115.5613654232036,347421.0876291281
209,2020,48178,34882.0,32616.0,224.0,17623.0,650.0,1198.0,1168.0,20.0,108693.0,953.0,310100.0,Oakland,127965.86886183356,1121.9809281676592,365085.29467449227
210,2011,48220,22838.0,16914.0,4337.0,11868.0,1687.0,3482.0,1738.0,1433.0,46902.0,660.0,114500.0,Oakland,63533.37217645673,894.0349161328182,155101.5119654662
211,2012,48220,22761.0,16447.0,4742.0,11880.0,1745.0,3609.0,1874.0,1466.0,45972.0,656.0,102600.0,Oakland,61011.003527966765,870.5998937254458,136163.94679303467
212,2013,48220,22773.0,17045.0,4371.0,12157.0,1729.0,3856.0,2140.0,1374.0,44986.0,669.0,92200.0,Oakland,58840.57646690162,875.0354700652911,120595.32188343772
213,2014,48220,22809.0,17076.0,4259.0,12177.0,1635.0,4388.0,2381.0,1474.0,47284.0,690.0,90000.0,Oakland,60859.055521762646,888.0963605028387,115838.65571776156
214,2015,48220,22598.0,17159.0,3938.0,12392.0,1384.0,4242.0,2466.0,1295.0,48242.0,693.0,95900.0,Oakland,62018.47919769468,890.9001717176405,123286.18537910783
215,2016,48220,22646.0,17329.0,3663.0,13239.0,940.0,3773.0,2205.0,961.0,51596.0,726.0,106900.0,Oakland,65503.941101717865,921.6966671805405,135715.39080110163
216,2017,48220,22761.0,17530.0,3574.0,13884.0,762.0,3654.0,2159.0,944.0,56871.0,763.0,126800.0,Oakland,70694.79210998696,948.4645316579633,157621.62859007833
217,2018,48220,22811.0,17648.0,3599.0,14629.0,628.0,3073.0,1721.0,1009.0,62068.0,782.0,144300.0,Oakland,75315.47800738331,948.9060997901294,175098.65754439344
218,2019,48220,22548.0,17797.0,3306.0,15133.0,472.0,2367.0,1427.0,802.0,65024.0,829.0,159100.0,Oakland,77498.14340307521,988.034585401534,189621.5953406322
219,2020,48220,22639.0,17674.0,3048.0,15242.0,685.0,2589.0,1741.0,654.0,73479.0,868.0,175100.0,Oakland,86507.90831147054,1021.909176966976,206147.80747340727
220,2011,48237,29663.0,11723.0,15947.0,12338.0,2494.0,5316.0,2020.0,2907.0,44901.0,764.0,117500.0,Oakland,60822.82086254496,1034.913145341626,159165.30703879718
221,2012,48237,29523.0,10964.0,16575.0,12431.0,2516.0,5533.0,2107.0,3054.0,45467.0,779.0,96600.0,Oakland,60340.80086587629,1033.8373737989668,128201.14288700925
222,2013,48237,29573.0,10035.0,17426.0,12627.0,2463.0,5716.0,2164.0,3185.0,48261.0,771.0,82200.0,Oakland,63124.19554681765,1008.4489498061874,107515.56896766355
223,2014,48237,29622.0,9910.0,17161.0,12855.0,2122.0,5503.0,2325.0,2882.0,47292.0,763.0,79800.0,Oakland,60869.352291159776,982.0543812516896,102710.27473641526
224,2015,48237,29727.0,10346.0,17029.0,13185.0,1851.0,4829.0,1902.0,2698.0,47463.0,766.0,78800.0,Oakland,61017.019985908184,984.7467987528321,101302.93438867255
225,2016,48237,29751.0,10061.0,17551.0,14121.0,1320.0,4687.0,1809.0,2691.0,49811.0,791.0,82500.0,Oakland,63237.78607290621,1004.2177186498727,104738.25763415234
226,2017,48237,29824.0,10410.0,17333.0,14339.0,1218.0,3952.0,1783.0,1989.0,51498.0,815.0,90600.0,Oakland,64015.76205939948,1013.1043162532637,112622.39392950392
227,2018,48237,29849.0,10785.0,16775.0,14721.0,1042.0,4238.0,1999.0,1973.0,49721.0,860.0,104000.0,Oakland,60333.19717092713,1043.5540227870988,126197.2306626259
228,2019,48237,29726.0,11068.0,16677.0,15111.0,894.0,4244.0,1550.0,2318.0,52584.0,906.0,117700.0,Oakland,62671.66542672409,1079.8061934545112,140279.4580238366
229,2020,48237,29603.0,9997.0,16881.0,14945.0,1107.0,3827.0,1352.0,2131.0,54453.0,915.0,130500.0,Oakland,64108.31844859763,1077.2429688073537,153639.5709610488
230,2011,48301,13832.0,12431.0,512.0,5936.0,379.0,703.0,653.0,9.0,120269.0,1093.0,394100.0,Oakland,162916.18989148168,1480.5760050502581,533847.2127999146
231,2012,48301,13839.0,12214.0,504.0,6050.0,422.0,754.0,655.0,9.0,116930.0,991.0,372200.0,Oakland,155181.77678859205,1315.1897784785315,493959.2689704435
232,2013,48301,14104.0,12024.0,695.0,6477.0,438.0,767.0,700.0,20.0,116863.0,1005.0,359200.0,Oakland,152853.9164996115,1314.5151680353026,469824.72473460773
233,2014,48301,14228.0,12029.0,765.0,6483.0,416.0,826.0,760.0,16.0,117813.0,1081.0,366700.0,Oakland,151636.6616230738,1391.3509647877806,471978.1672411463
234,2015,48301,14319.0,12358.0,648.0,6725.0,297.0,631.0,551.0,26.0,125139.0,1154.0,388900.0,Oakland,160874.97343228545,1483.548049296042,499958.2637532329
235,2016,48301,14572.0,12571.0,802.0,6887.0,321.0,548.0,474.0,13.0,130699.0,1217.0,419800.0,Oakland,165929.5216306191,1545.0479944334957,532959.0370280866
236,2017,48301,14750.0,12615.0,867.0,7012.0,296.0,533.0,505.0,26.0,139673.0,1349.0,443900.0,Oakland,173623.70449575718,1676.9051811357704,551800.0073433421
237,2018,48301,14797.0,12742.0,890.0,6927.0,300.0,524.0,503.0,19.0,144659.0,1388.0,467600.0,Oakland,175534.28067716153,1684.2476553819686,567402.1640177295
238,2019,48301,14796.0,12639.0,834.0,7002.0,283.0,462.0,411.0,26.0,147180.0,1431.0,489600.0,Oakland,175414.87367840504,1705.5217029066287,583524.4065290603
239,2020,48301,15024.0,12160.0,841.0,7182.0,357.0,421.0,365.0,20.0,147585.0,1443.0,544500.0,Oakland,173753.99295238612,1698.8651409715972,641047.8650443761
240,2011,48302,15754.0,12620.0,1337.0,7615.0,480.0,726.0,429.0,180.0,107095.0,779.0,397300.0,Oakland,145070.71112612754,1055.232120708281,538181.927544801
241,2012,48302,15240.0,11791.0,1421.0,7256.0,492.0,841.0,556.0,163.0,106617.0,832.0,388000.0,Oakland,141495.04400811868,1104.1754749688582,514927.9859229771
242,2013,48302,15155.0,11768.0,1370.0,7440.0,463.0,850.0,557.0,159.0,110034.0,848.0,369000.0,Oakland,143921.75323342936,1109.1630472576485,482642.88259206637
243,2014,48302,15414.0,11685.0,1450.0,7238.0,485.0,996.0,716.0,141.0,115505.0,831.0,371800.0,Oakland,148666.04365200055,1069.5769211273318,478542.3577318194
244,2015,48302,15520.0,11824.0,1043.0,7222.0,331.0,953.0,734.0,125.0,127068.0,793.0,389200.0,Oakland,163354.83841243456,1019.4571950535193,500343.93482324056
245,2016,48302,15203.0,11558.0,1191.0,6988.0,318.0,791.0,662.0,37.0,129858.0,860.0,393500.0,Oakland,164861.82618006974,1091.8169886711637,499569.7500489569
246,2017,48302,15506.0,12288.0,955.0,7160.0,290.0,811.0,612.0,35.0,125132.0,895.0,424800.0,Oakland,155548.183191906,1112.5501387075717,528057.317232376
247,2018,48302,16019.0,12579.0,1198.0,7452.0,289.0,966.0,631.0,124.0,129154.0,924.0,473800.0,Oakland,156719.9723942383,1121.2138570410223,574925.4604610783
248,2019,48302,15964.0,12313.0,1212.0,7173.0,259.0,771.0,499.0,94.0,133427.0,944.0,490500.0,Oakland,159023.5110088908,1125.0960779481884,584597.0616881212
249,2020,48302,15623.0,11696.0,1609.0,6882.0,490.0,1078.0,378.0,386.0,134167.0,996.0,492700.0,Oakland,157956.78403931827,1172.6054611280047,580062.9625479598
250,2011,48304,16367.0,13646.0,1112.0,7251.0,572.0,802.0,483.0,232.0,102422.0,983.0,346500.0,Oakland,138740.6730002356,1331.5701856947883,469368.3309697296
251,2012,48304,16652.0,13424.0,1393.0,7135.0,749.0,917.0,607.0,216.0,101417.0,900.0,326300.0,Oakland,134593.94728956334,1194.4205859038127,433043.819089349
252,2013,48304,16667.0,13505.0,1346.0,7246.0,737.0,987.0,648.0,309.0,104325.0,1052.0,302800.0,Oakland,136454.52229381388,1375.9900067394412,396054.91828964144
253,2014,48304,16395.0,13495.0,1033.0,7175.0,626.0,765.0,713.0,39.0,107345.0,1036.0,314200.0,Oakland,138163.3388669235,1333.4316369288997,404405.6180724521
254,2015,48304,16434.0,13415.0,1133.0,7319.0,435.0,775.0,712.0,36.0,105830.0,1019.0,306500.0,Oakland,136051.8977963606,1309.9960677926056,394027.27652446873
255,2016,48304,16687.0,13689.0,1148.0,7557.0,461.0,671.0,622.0,25.0,110135.0,1080.0,325900.0,Oakland,139822.4000549984,1371.1190090289033,413747.85652085143
256,2017,48304,16369.0,13523.0,1099.0,7435.0,304.0,625.0,539.0,34.0,115313.0,1186.0,346000.0,Oakland,143342.45155842035,1474.2843178851174,430103.1821148825
257,2018,48304,16094.0,13008.0,1056.0,7277.0,248.0,657.0,504.0,72.0,120104.0,1077.0,363100.0,Oakland,145738.38645676943,1306.8693983043086,440598.21589999483
258,2019,48304,16237.0,13295.0,1188.0,7343.0,244.0,622.0,478.0,28.0,127500.0,1263.0,375800.0,Oakland,151959.48086694282,1505.292739881951,447893.12086115376
259,2020,48304,16390.0,12858.0,1008.0,7178.0,258.0,513.0,375.0,58.0,129007.0,1449.0,381000.0,Oakland,151881.8400840768,1705.9290292916453,448556.90832306206
260,2011,48306,27466.0,23999.0,865.0,12877.0,1019.0,662.0,588.0,28.0,118146.0,934.0,316200.0,Oakland,160040.3775779211,1265.1948661637155,428324.0007290866
261,2012,48306,27433.0,23962.0,1209.0,12565.0,1119.0,668.0,598.0,38.0,116220.0,893.0,299600.0,Oakland,154239.51165971236,1185.13064801345,397609.34170753596
262,2013,48306,27177.0,23659.0,1289.0,12585.0,1085.0,731.0,654.0,40.0,119253.0,888.0,301300.0,Oakland,155979.97744648153,1161.482058920745,394092.9553522753
263,2014,48306,27836.0,23696.0,1579.0,12944.0,873.0,742.0,654.0,46.0,122446.0,855.0,316000.0,Oakland,157599.77820018923,1100.4672293187348,406722.39118680725
264,2015,48306,28195.0,23964.0,1342.0,13446.0,671.0,897.0,740.0,13.0,123776.0,771.0,334600.0,Oakland,159122.7412042174,991.1746499196261,430151.80008185067
265,2016,48306,27936.0,23585.0,1262.0,13247.0,550.0,770.0,633.0,14.0,129414.0,873.0,350800.0,Oakland,164298.1439208023,1108.3211989650301,445359.7670067956
266,2017,48306,28186.0,23667.0,1094.0,13565.0,387.0,638.0,521.0,5.0,140372.0,1008.0,368900.0,Oakland,174492.6123694517,1253.0173629242818,458569.54879242816
267,2018,48306,27663.0,23587.0,858.0,13366.0,412.0,469.0,411.0,4.0,147303.0,853.0,386500.0,Oakland,178742.60257977675,1035.0599784155759,468992.59279908566
268,2019,48306,27334.0,23666.0,742.0,13328.0,412.0,409.0,373.0,2.0,145299.0,853.0,400600.0,Oakland,173173.02439596804,1016.638722976488,477450.7296886062
269,2020,48306,27974.0,24159.0,658.0,13362.0,450.0,506.0,485.0,3.0,155764.0,885.0,423200.0,Oakland,183383.25004733185,1041.9235272071128,498239.5895074012
270,2011,48307,40219.0,32733.0,2339.0,20501.0,1917.0,3880.0,3069.0,286.0,66640.0,840.0,202700.0,Oakland,90270.4345622591,1137.8626205326777,274577.0871213974
271,2012,48307,40691.0,32679.0,2387.0,21295.0,1900.0,3620.0,2855.0,200.0,67532.0,856.0,194600.0,Oakland,89624.01223028477,1136.0266905929598,258260.2733520911
272,2013,48307,40878.0,32788.0,2214.0,20780.0,1977.0,3230.0,2466.0,223.0,66263.0,843.0,188100.0,Oakland,86670.36674579428,1102.6231707997613,246030.1523457119
273,2014,48307,41196.0,33560.0,2114.0,20869.0,1764.0,3358.0,2707.0,249.0,67162.0,862.0,192800.0,Oakland,86443.95328129224,1109.4769025412274,248152.1424709381
274,2015,48307,42417.0,34646.0,1874.0,22228.0,1442.0,3174.0,2554.0,102.0,70263.0,883.0,204200.0,Oakland,90328.02130648856,1135.1585160558102,262513.4416518646
275,2016,48307,43014.0,35034.0,1816.0,22419.0,1233.0,2950.0,2461.0,58.0,70548.0,938.0,211600.0,Oakland,89564.54060089913,1190.8422504343623,268637.76139862585
276,2017,48307,43215.0,35076.0,1660.0,22384.0,1109.0,2985.0,2516.0,51.0,73469.0,1017.0,233300.0,Oakland,91327.31412369451,1264.2050179503917,290008.87973237596
277,2018,48307,43694.0,35079.0,2015.0,22597.0,954.0,2934.0,2515.0,87.0,77904.0,1087.0,259000.0,Oakland,94531.43324558853,1319.003747406484,314279.6417463472
278,2019,48307,43674.0,35141.0,1968.0,22923.0,849.0,2945.0,2485.0,97.0,81180.0,1122.0,270300.0,Oakland,96753.4953472817,1337.2434316290967,322154.09943791875
279,2020,48307,44041.0,34529.0,1954.0,22419.0,949.0,2492.0,1966.0,45.0,85768.0,1128.0,271300.0,Oakland,100975.9289056493,1328.0110041690655,319405.48353818036
280,2011,48309,29079.0,24439.0,1593.0,14445.0,1178.0,1351.0,1176.0,46.0,85333.0,957.0,227900.0,Oakland,115591.94166418452,1296.3506283925865,308712.9657373777
281,2012,48309,28838.0,24540.0,1488.0,14280.0,1159.0,1376.0,1207.0,75.0,83493.0,938.0,220500.0,Oakland,110806.39775429672,1244.8516773086405,292633.04354643414
282,2013,48309,29555.0,25226.0,1768.0,14161.0,1261.0,1733.0,1579.0,70.0,84118.0,942.0,217500.0,Oakland,110024.26557690905,1232.1127246659255,284484.6259180879
283,2014,48309,29839.0,24966.0,1713.0,14601.0,1060.0,1249.0,1104.0,41.0,88161.0,993.0,217800.0,Oakland,113471.6858525953,1278.0865014193025,280329.546836983
284,2015,48309,29082.0,24075.0,1618.0,13938.0,884.0,1007.0,896.0,42.0,87618.0,1014.0,233300.0,Oakland,112639.09270643034,1303.5682166258116,299923.5354426054
285,2016,48309,28999.0,23891.0,1645.0,13910.0,711.0,1025.0,938.0,35.0,88810.0,1039.0,257500.0,Oakland,112749.1473998675,1319.0672688713246,326910.31928235426
286,2017,48309,29467.0,24150.0,1519.0,14201.0,601.0,1175.0,1104.0,21.0,91947.0,1123.0,272400.0,Oakland,114296.81296507832,1395.97073270235,338613.02545691904
287,2018,48309,30125.0,24581.0,1492.0,14344.0,477.0,1282.0,1186.0,21.0,97025.0,1138.0,290900.0,Oakland,117733.52216385843,1380.8889278275794,352988.2153822872
